区县,初级中学,高中学校,录取分数线,是否完成,招生计划数,总分,语文,数学,英语
徐汇区,上海市徐汇区上汇实验学校,上海交通大学附属中学,754,否,50,422,147,130,138
徐汇区,上海师范大学第三附属实验学校,上海市第二中学,725.5,否,50,396.5,128,127,132
徐汇区,上海师范大学第三附属实验学校,上海市南洋模范中学,740.5,否,50,412.5,145,126,133
徐汇区,上海师范大学第三附属实验学校,上海市上海中学,757.5,否,50,416.5,147,128,146
徐汇区,上海师范大学第三附属实验学校,上海市位育中学,734,否,50,406,134,133,135
徐汇区,上海师范大学第三附属实验学校,复旦大学附属中学徐汇分校,750,否,50,412,139,126,143
徐汇区,上海师范大学第三附属实验学校,上海市南洋中学,719,否,50,388,140,121,140
普陀区,上海市洵阳中学,上海市晋元高级中学,715,否,50,393,128,125,128
普陀区,上海市洵阳中学,上海市曹杨第二中学,733.5,否,50,393.5,134,119,145
普陀区,上海市洵阳中学,上海市宜川中学,711.5,否,50,390.5,124,122,134
普陀区,上海市北海中学,上海市晋元高级中学,724,否,50,389,121,127,142
普陀区,上海市北海中学,上海市曹杨第二中学,741.5,否,50,409.5,135,130,137
普陀区,上海市北海中学,上海市宜川中学,705,否,50,384.5,126,126,125
普陀区,上海市北海中学,上海交通大学附属中学,753.5,否,50,422.5,145,134,135
普陀区,上海市延河中学,上海市晋元高级中学,716,否,50,390,130,120,132
普陀区,上海市延河中学,上海市曹杨第二中学,724,否,50,391.5,129,125,138
普陀区,上海市延河中学,上海市宜川中学,714.5,否,50,397.5,132,126,130
普陀区,华东师范大学第四附属中学,上海市晋元高级中学,726,否,50,399,125,132,136
普陀区,华东师范大学第四附属中学,上海市曹杨第二中学,742.5,否,50,408.5,134,132,139
普陀区,华东师范大学第四附属中学,上海市宜川中学,717.5,否,50,395,131,124,127
普陀区,上海市怒江中学,上海市晋元高级中学,723.5,否,50,399.5,133,125,132
普陀区,上海市怒江中学,上海市曹杨第二中学,732,否,50,403,133,127,133
普陀区,上海市怒江中学,上海市宜川中学,717,否,50,393,126,125,132
普陀区,上海师范大学附属第二实验学校,上海市晋元高级中学,729.5,否,50,398.5,127,126,137
普陀区,上海师范大学附属第二实验学校,上海市曹杨第二中学,732.5,否,50,399.5,140,117,143
普陀区,上海师范大学附属第二实验学校,上海市宜川中学,713,否,50,387,123,119,137
普陀区,上海市真北中学,上海市上海中学,762.5,否,50,419.5,144,127,148
普陀区,上海市真北中学,上海市晋元高级中学,721.5,否,50,396.5,133,119,140
普陀区,上海市真北中学,上海市曹杨第二中学,738,否,50,407,140,125,135
普陀区,上海市真北中学,上海市宜川中学,716,否,50,390,129,121,134
普陀区,上海市普陀区教育学院附属中学,上海市晋元高级中学,719.5,否,50,390.5,129,120,131
普陀区,上海市普陀区教育学院附属中学,上海市曹杨第二中学,732,否,50,392,132,117,144
普陀区,上海市普陀区教育学院附属中学,上海市宜川中学,712,否,50,389.5,123,124,127
普陀区,上海市梅陇中学,上海市晋元高级中学,724.5,否,50,398.5,133,120,131
普陀区,上海市梅陇中学,上海市曹杨第二中学,743,否,50,410,142,125,138
普陀区,上海市梅陇中学,上海市宜川中学,711.5,否,50,393,128,122,126
普陀区,上海市梅陇中学,华东师范大学第二附属中学,762.5,否,50,423.5,144,132,143
普陀区,上海兰田中学,上海市上海中学,748.5,否,50,415,141,129,136
普陀区,上海兰田中学,上海市晋元高级中学,724,否,50,406,132,134,123
普陀区,上海兰田中学,上海市曹杨第二中学,736.5,否,50,397,131,128,142
普陀区,上海兰田中学,上海市宜川中学,708,否,50,391,128,124,127
普陀区,上海市普陀区梅陇实验中学,上海市晋元高级中学,727,否,50,400,136,126,133
普陀区,上海市普陀区梅陇实验中学,上海市曹杨第二中学,739.5,否,50,403.5,126,132,138
普陀区,上海市普陀区梅陇实验中学,上海市宜川中学,714.5,否,50,392.5,124,127,130
普陀区,上海市普陀区梅陇实验中学,复旦大学附属中学,761.5,否,50,423.5,144,131,143
普陀区,上海市曹杨中学,上海市晋元高级中学,719,否,50,388,121,124,136
普陀区,上海市曹杨中学,上海市曹杨第二中学,736,否,50,406,128,133,133
普陀区,上海市曹杨中学,上海市宜川中学,702.5,否,50,373.5,117,120,131
普陀区,同济大学第二附属中学,上海市晋元高级中学,721.5,否,50,399.5,123,137,129
普陀区,同济大学第二附属中学,上海市曹杨第二中学,736.5,否,50,405.5,140,122,138
普陀区,同济大学第二附属中学,上海市宜川中学,714.5,否,50,400.5,127,131,120
普陀区,同济大学第二附属中学,复旦大学附属中学,759,否,50,423.5,144,134,142
普陀区,上海市甘泉外国语中学,上海市曹杨第二中学,745.5,否,50,406.5,143,130,143
普陀区,上海市新杨中学,上海市晋元高级中学,724.5,否,50,397.5,128,126,135
普陀区,上海市新杨中学,上海市曹杨第二中学,730,否,50,402,141,126,133
普陀区,上海市新杨中学,上海市宜川中学,715,否,50,393,130,122,134
普陀区,上海市新杨中学,上海交通大学附属中学,752.5,否,50,415.5,141,126,144
普陀区,上海市长征中学,上海市晋元高级中学,726,否,50,403,136,128,131
普陀区,上海市长征中学,上海市曹杨第二中学,744.5,否,50,407,134,127,140
普陀区,上海市长征中学,上海市宜川中学,718,否,50,389.5,132,119,138
普陀区,上海市长征中学,上海交通大学附属中学,748.5,否,50,414.5,138,130,138
普陀区,上海市桃浦中学,上海市晋元高级中学,730,否,50,404,136,126,133
普陀区,上海市桃浦中学,上海市曹杨第二中学,743,否,50,411,137,130,135
普陀区,上海市桃浦中学,上海市宜川中学,718,否,50,394,129,120,126
普陀区,上海音乐学院附属安师实验中学,上海市晋元高级中学,664,否,50,376,120,126,107
普陀区,上海音乐学院附属安师实验中学,上海市曹杨第二中学,689.5,否,50,376,108,128,121
普陀区,上海音乐学院附属安师实验中学,上海市宜川中学,686,否,50,386,128,116,113
普陀区,上海音乐学院附属安师实验中学,上海交通大学附属中学,740,否,50,409.5,141,127,134
普陀区,上海华东师范大学附属进华中学,上海市晋元高级中学,720.5,否,50,403.5,131,129,124
普陀区,上海华东师范大学附属进华中学,上海市曹杨第二中学,742,否,50,411,143,125,135
普陀区,上海华东师范大学附属进华中学,上海市宜川中学,709.5,否,50,399.5,128,128,124
普陀区,上海华东师范大学附属进华中学,上海交通大学附属中学,761,否,50,423,141,137,140
普陀区,上海安生学校,上海市晋元高级中学,706.5,否,50,395.5,134,125,122
普陀区,上海安生学校,上海市曹杨第二中学,733.5,否,50,402.5,144,121,136
普陀区,上海安生学校,上海市宜川中学,723,否,50,394.5,143,117,140
普陀区,上海培佳双语学校,上海市晋元高级中学,725,否,50,393,131,129,139
普陀区,上海培佳双语学校,上海市曹杨第二中学,743,否,50,411,143,124,136
普陀区,上海培佳双语学校,上海市宜川中学,716.5,否,50,396.5,127,129,127
普陀区,上海培佳双语学校,复旦大学附属中学,759,否,50,419,147,126,144
普陀区,上海市铜川学校,上海市晋元高级中学,724.5,否,50,387.5,122,126,142
普陀区,上海市铜川学校,上海市曹杨第二中学,739.5,否,50,406.5,146,114,136
普陀区,上海市铜川学校,上海市宜川中学,720.5,否,50,389,125,125,137
普陀区,上海市沙田学校,上海市晋元高级中学,723,否,50,395.5,133,123,142
普陀区,上海市沙田学校,上海市曹杨第二中学,737,否,50,404,140,122,137
普陀区,上海市沙田学校,上海市宜川中学,707.5,否,50,397.5,126,131,123
普陀区,上海市子长学校,上海市晋元高级中学,717.5,否,50,395.5,135,123,127
普陀区,上海市子长学校,上海市曹杨第二中学,711,否,50,393.5,132,119,125.5
普陀区,上海市子长学校,上海市宜川中学,711.5,否,50,392.5,134,121,128
普陀区,上海市子长学校,上海交通大学附属中学,749.5,否,50,412.5,138,132,139
普陀区,上海市洛川学校,上海市晋元高级中学,727.5,否,50,404.5,128,128,133
普陀区,上海市洛川学校,上海市曹杨第二中学,733.5,否,50,404.5,135,122,135
普陀区,上海市洛川学校,上海市宜川中学,717.5,否,50,387.5,123,126,132
普陀区,上海市宜川中学附属学校,上海市晋元高级中学,719,否,50,394.5,122,127,129
普陀区,上海市宜川中学附属学校,上海市曹杨第二中学,733,否,50,399.5,145,119,141
普陀区,上海市宜川中学附属学校,上海市宜川中学,711,否,50,383,116,127,132
普陀区,上海市曹杨中学附属学校,上海市晋元高级中学,723.5,否,50,382.5,124,125,144
普陀区,上海市曹杨中学附属学校,上海市曹杨第二中学,732.5,否,50,406.5,134,131,129
普陀区,上海市曹杨中学附属学校,上海市宜川中学,713.5,否,50,382.5,137,126,139
普陀区,上海市普陀区教育学院附属学校,上海市晋元高级中学,728.5,否,50,393.5,117,133,140
普陀区,上海市普陀区教育学院附属学校,上海市曹杨第二中学,739,否,50,406,137,124,142
普陀区,上海市普陀区教育学院附属学校,上海市宜川中学,707,否,50,378,127,117,139
普陀区,上海市晋元高级中学附属学校,上海市晋元高级中学,731.5,否,50,405.5,142,118,133
普陀区,上海市晋元高级中学附属学校,上海市曹杨第二中学,744.5,否,50,408.5,142,125,143
普陀区,上海市晋元高级中学附属学校,上海市宜川中学,714,否,50,389,126,126,135
普陀区,上海市晋元高级中学附属学校,复旦大学附属中学,761,否,50,420,144,128,145
普陀区,上海市曹杨第二中学附属学校,上海市晋元高级中学,727,否,50,398,130,127,133
普陀区,上海市曹杨第二中学附属学校,上海市曹杨第二中学,741,否,50,406,137,133,135
普陀区,上海市曹杨第二中学附属学校,上海市宜川中学,713,否,50,388.5,124,123,131
普陀区,上海市民办新黄浦实验学校,上海市上海中学,755.5,否,50,419.5,148,126,141
普陀区,上海市民办新黄浦实验学校,上海市晋元高级中学,729,否,50,403,136,132,130
普陀区,上海市民办新黄浦实验学校,上海市曹杨第二中学,742,否,50,406,134,128,139
普陀区,上海市民办新黄浦实验学校,上海市宜川中学,726,否,50,403,134,126,127
普陀区,上海市江宁学校,上海市晋元高级中学,732.5,否,50,403.5,141,121,135
普陀区,上海市江宁学校,上海市曹杨第二中学,745.5,否,50,410.5,137,132,142
普陀区,上海市江宁学校,上海市宜川中学,717.5,否,50,384.5,134,113,138
普陀区,上海市中远实验学校,上海市晋元高级中学,720.5,否,50,389.5,129,123,136
普陀区,上海市中远实验学校,上海市曹杨第二中学,743.5,否,50,412.5,144,135,133
普陀区,上海市中远实验学校,上海市宜川中学,710.5,否,50,389,127,122,126
普陀区,上海市中远实验学校,上海师范大学附属中学,709.5,否,50,387.5,132,123,129
普陀区,上海市金鼎学校,上海市曹杨第二中学,671.5,否,50,370.5,124,120,113
普陀区,上海外国语大学尚阳外国语学校,上海市晋元高级中学,722,否,50,394.5,133,129,137
普陀区,上海外国语大学尚阳外国语学校,上海市曹杨第二中学,740.5,否,50,400.5,135,121,143
普陀区,上海外国语大学尚阳外国语学校,上海市宜川中学,711,否,50,386.5,136,111,133
普陀区,上海市文达学校,上海市晋元高级中学,714,否,50,383,131,117,140
普陀区,上海市文达学校,上海市曹杨第二中学,733,否,50,405.5,137,128,131
普陀区,上海市文达学校,上海市宜川中学,708,否,50,384,120,127,128
普陀区,上海理工大学附属普陀实验学校,上海市晋元高级中学,706,否,50,390,134,116,128
普陀区,上海理工大学附属普陀实验学校,上海市曹杨第二中学,736,否,50,407,143,122,141
普陀区,上海理工大学附属普陀实验学校,上海市宜川中学,700.5,否,50,384.5,127,120,124
普陀区,上海市万里城实验学校,上海市晋元高级中学,725.5,否,50,395.5,128,127,133
普陀区,上海市万里城实验学校,上海市曹杨第二中学,750,否,50,410,142,128,142
普陀区,上海市万里城实验学校,上海市宜川中学,710,否,50,386,130,123,133
杨浦区,上海市铁岭中学,上海市杨浦高级中学,723.5,否,50,397,127,127,138
杨浦区,上海市铁岭中学,上海市控江中学,743.5,否,50,403,143,124,143
杨浦区,上海市铁岭中学,上海交通大学附属中学,757.5,否,50,410.5,141,129,144
杨浦区,上海市铁岭中学,同济大学第一附属中学,711,否,50,376,122,121,137
杨浦区,上海市鞍山初级中学,上海市杨浦高级中学,720.5,否,50,393.5,131,122,134
杨浦区,上海市鞍山初级中学,上海市控江中学,740,否,50,410,136,129,137
杨浦区,上海市鞍山初级中学,上海交通大学附属中学,757,否,50,421,144,128,141
杨浦区,上海市鞍山初级中学,同济大学第一附属中学,711.5,否,50,389.5,130,126,134
杨浦区,上海市十五中学,上海市杨浦高级中学,729,否,50,400.5,140,121,137
杨浦区,上海市十五中学,上海市控江中学,749,否,50,420.5,146,130,137
杨浦区,上海市十五中学,上海交通大学附属中学,759,否,50,424,145,132,138
杨浦区,上海市十五中学,同济大学第一附属中学,718,否,50,391,135,123,135
杨浦区,上海市杨浦初级中学,上海市杨浦高级中学,729,否,50,399,136,126,136
杨浦区,上海市杨浦初级中学,上海市控江中学,743,否,50,407,143,128,140
杨浦区,上海市杨浦初级中学,复旦大学附属中学,747.5,否,50,408,138,126,145
杨浦区,上海市杨浦初级中学,同济大学第一附属中学,716,否,50,389.5,135,123,136
杨浦区,上海市惠民中学,上海市杨浦高级中学,718.5,否,50,390.5,131,128,133
杨浦区,上海市惠民中学,上海市控江中学,734,否,50,410.5,145,134,133
杨浦区,上海市惠民中学,复旦大学附属中学,750.5,否,50,414,138,135,144
杨浦区,上海市惠民中学,同济大学第一附属中学,708.5,否,50,376,122,121,137
杨浦区,上海市辽阳中学,上海市杨浦高级中学,729,否,50,392,122,128,139
杨浦区,上海市辽阳中学,上海市控江中学,738,否,50,407.5,136,126,133
杨浦区,上海市辽阳中学,上海交通大学附属中学,754,否,50,414,134,132,142
杨浦区,上海市辽阳中学,同济大学第一附属中学,717.5,否,50,393,121,132,133
杨浦区,上海市新大桥中学,上海市杨浦高级中学,724,否,50,394,138,117,137
杨浦区,上海市新大桥中学,上海市控江中学,730,否,50,399.5,139,124,139
杨浦区,上海市新大桥中学,同济大学第一附属中学,714.5,否,50,379,136,119,138
杨浦区,上海市建设初级中学,上海市杨浦高级中学,739,否,50,399,123,135,140
杨浦区,上海市建设初级中学,上海市控江中学,741.5,否,50,411.5,139,128,135
杨浦区,上海市建设初级中学,同济大学第一附属中学,714.5,否,50,393,132,126,127
杨浦区,上海市东辽阳中学,上海市杨浦高级中学,714,否,50,388,123,122,127
杨浦区,上海市东辽阳中学,上海市控江中学,746,否,50,405,137,127,145
杨浦区,上海市东辽阳中学,同济大学第一附属中学,725,否,50,391,133,123,142
杨浦区,上海市二十五中学,上海市杨浦高级中学,724.5,否,50,389,134,116,141
杨浦区,上海市二十五中学,上海市控江中学,732,否,50,396,136,125,141
杨浦区,上海市二十五中学,同济大学第一附属中学,714.5,否,50,386,126,120,134
杨浦区,上海理工大学附属初级中学,上海市杨浦高级中学,717,否,50,395,130,125,127
杨浦区,上海理工大学附属初级中学,上海市控江中学,731,否,50,399,126,135,139
杨浦区,上海理工大学附属初级中学,同济大学第一附属中学,706.5,否,50,383.5,128,127,135
杨浦区,上海理工大学附属初级中学,华东师范大学第二附属中学,738.5,否,50,409.5,133,133,132
杨浦区,上海市杨浦区教育学院附属中学,上海市杨浦高级中学,717,否,50,390,128,122,137
杨浦区,上海市杨浦区教育学院附属中学,上海市控江中学,723.5,否,50,396,131,132,130
杨浦区,上海市杨浦区教育学院附属中学,复旦大学附属中学,724.5,否,50,400.5,126,130,127
杨浦区,上海市杨浦区教育学院附属中学,同济大学第一附属中学,714.5,否,50,394.5,128,133,127
杨浦区,上海市同济初级中学,上海市杨浦高级中学,722,否,50,392,134,117,139
杨浦区,上海市同济初级中学,上海市控江中学,739.5,否,50,405.5,133,127,139
杨浦区,上海市同济初级中学,同济大学第一附属中学,713,否,50,385,138,113,136
杨浦区,上海市同济初级中学,华东师范大学第二附属中学,751.5,否,50,408.5,141,123,141
杨浦区,上海市包头中学,上海市杨浦高级中学,720,否,50,404,137,124,125
杨浦区,上海市包头中学,上海市控江中学,724,否,50,394,130,121,132
杨浦区,上海市包头中学,同济大学第一附属中学,703.5,否,50,392,124,125,120
杨浦区,上海市思源中学,上海市杨浦高级中学,718,否,50,388,123,124,132
杨浦区,上海市思源中学,上海市控江中学,721.5,否,50,396,133,121,136
杨浦区,上海市思源中学,上海交通大学附属中学,759.5,否,50,416.5,145,127,143
杨浦区,上海市思源中学,同济大学第一附属中学,711.5,否,50,384.5,122,119,131
杨浦区,上海市鞍山实验中学,上海市杨浦高级中学,727.5,否,50,405.5,138,129,134
杨浦区,上海市鞍山实验中学,上海市控江中学,738.5,否,50,413.5,140,128,132
杨浦区,上海市鞍山实验中学,同济大学第一附属中学,720,否,50,398,134,123,129
杨浦区,上海市同济第二初级中学,上海市杨浦高级中学,722,否,50,400,125,134,129
杨浦区,上海市同济第二初级中学,上海市控江中学,732,否,50,403,139,126,137
杨浦区,上海市同济第二初级中学,复旦大学附属中学,755.5,否,50,416.5,142,128,144
杨浦区,上海市同济第二初级中学,同济大学第一附属中学,708.5,否,50,389,129,121,132
杨浦区,上海市国和中学,上海市杨浦高级中学,720,否,50,395,139,123,131
杨浦区,上海市国和中学,上海市控江中学,729.5,否,50,393.5,141,119,142
杨浦区,上海市国和中学,复旦大学附属中学,759.5,否,50,427.5,144,138,138
杨浦区,上海市国和中学,同济大学第一附属中学,713.5,否,50,398.5,132,124,120
杨浦区,上海理工大学附属实验初级中学,上海市杨浦高级中学,720.5,否,50,390,129,122,135
杨浦区,上海理工大学附属实验初级中学,上海市控江中学,732,否,50,405.5,142,126,133
杨浦区,上海理工大学附属实验初级中学,复旦大学附属中学,750,否,50,416,135,136,136
杨浦区,上海理工大学附属实验初级中学,同济大学第一附属中学,716,否,50,397,138,117,128
杨浦区,上海市控江初级中学,上海市上海中学,753.5,否,50,414.5,148,125,144
杨浦区,上海市控江初级中学,上海市杨浦高级中学,723,否,50,401,137,121,132
杨浦区,上海市控江初级中学,上海市控江中学,741.5,否,50,406,143,119,145
杨浦区,上海市控江初级中学,同济大学第一附属中学,715.5,否,50,404.5,131,129,127
杨浦区,上海市存志学校,上海市杨浦高级中学,724.5,否,50,398,130,129,128
杨浦区,上海市存志学校,上海市控江中学,742,否,50,414.5,139,130,135
杨浦区,上海市存志学校,上海交通大学附属中学,759.5,否,50,419.5,143,131,143
杨浦区,上海市存志学校,同济大学第一附属中学,708.5,否,50,382.5,130,126,136
杨浦区,上海民办杨浦凯慧初级中学,上海市杨浦高级中学,724.5,否,50,403.5,142,123,135
杨浦区,上海民办杨浦凯慧初级中学,上海市控江中学,736.5,否,50,400.5,132,126,143
杨浦区,上海民办杨浦凯慧初级中学,上海交通大学附属中学,753,否,50,419,146,127,138
杨浦区,上海民办杨浦凯慧初级中学,同济大学第一附属中学,715.5,否,50,387.5,136,120,130
杨浦区,上海市复旦实验中学,上海市杨浦高级中学,724.5,否,50,390.5,131,120,140
杨浦区,上海市复旦实验中学,上海市控江中学,742.5,否,50,412.5,149,125,136
杨浦区,上海市复旦实验中学,复旦大学附属中学,759.5,否,50,422.5,150,132,139
杨浦区,上海市复旦实验中学,同济大学第一附属中学,715,否,50,388.5,136,116,137
杨浦区,上海民办兰生中学,上海市杨浦高级中学,717.5,否,50,380.5,119,123,140
杨浦区,上海民办兰生中学,上海市控江中学,745,否,50,409,125,140,140
杨浦区,上海民办兰生中学,上海交通大学附属中学,758,否,50,423,145,134,141
杨浦区,上海民办兰生中学,同济大学第一附属中学,703.5,否,50,385.5,120,127,121
杨浦区,上海市长阳实验学校,上海市杨浦高级中学,728,否,50,396,136,129,135
杨浦区,上海市长阳实验学校,上海市控江中学,740,否,50,406,136,132,139
杨浦区,上海市长阳实验学校,同济大学第一附属中学,709.5,否,50,383.5,128,117,134
杨浦区,上海民办杨浦实验学校,上海市杨浦高级中学,725,否,50,390,129,124,136
杨浦区,上海民办杨浦实验学校,上海市控江中学,743.5,否,50,404.5,136,128,140
杨浦区,上海民办杨浦实验学校,复旦大学附属中学,759,否,50,424,145,134,139
杨浦区,上海民办杨浦实验学校,同济大学第一附属中学,718,否,50,391,136,117,137
杨浦区,上海音乐学院实验学校,上海市上海中学,760,否,50,420.5,144,130,144
杨浦区,上海音乐学院实验学校,上海市杨浦高级中学,720.5,否,50,396.5,127,126,129
杨浦区,上海音乐学院实验学校,上海市控江中学,748.5,否,50,416,142,132,138
杨浦区,上海音乐学院实验学校,同济大学第一附属中学,719.5,否,50,389.5,130,118,134
杨浦区,上海市黄兴学校,上海市杨浦高级中学,714,否,50,394,123,130,124
杨浦区,上海市黄兴学校,上海市控江中学,733,否,50,397,134,122,137
杨浦区,上海市黄兴学校,同济大学第一附属中学,708,否,50,386,119,127,130
杨浦区,上海市昆明学校,上海市杨浦高级中学,728.5,否,50,399.5,132,124,140
杨浦区,上海市昆明学校,上海市控江中学,745,否,50,399,141,119,149
杨浦区,上海市昆明学校,复旦大学附属中学,750,否,50,414,145,125,138
杨浦区,上海市昆明学校,同济大学第一附属中学,713,否,50,386.5,130,122,131
杨浦区,上海市育鹰学校,上海市杨浦高级中学,719,否,50,386.5,137,114,137
杨浦区,上海市育鹰学校,上海市控江中学,743.5,否,50,410,135,132,137
杨浦区,上海市育鹰学校,同济大学第一附属中学,717.5,否,50,401.5,136,129,121
杨浦区,上海杨浦双语学校,上海市杨浦高级中学,726.5,否,50,397.5,136,121,138
杨浦区,上海杨浦双语学校,上海市控江中学,748,否,50,412,150,123,142
杨浦区,上海杨浦双语学校,上海交通大学附属中学,758,否,50,420,143,132,140
杨浦区,上海杨浦双语学校,同济大学第一附属中学,710,否,50,391,143,116,130
杨浦区,上海市市光学校,上海市杨浦高级中学,723.5,否,50,394.5,140,126,133
杨浦区,上海市市光学校,上海市控江中学,731.5,否,50,402,130,128,135
杨浦区,上海市市光学校,同济大学第一附属中学,715,否,50,389,136,118,137
杨浦区,上海民办沪东外国语学校,上海市杨浦高级中学,728,否,50,399,133,128,132
杨浦区,上海民办沪东外国语学校,上海市控江中学,737,否,50,402,139,120,142
杨浦区,上海民办沪东外国语学校,上海交通大学附属中学,756.5,否,50,419.5,136,136,139
杨浦区,上海民办沪东外国语学校,同济大学第一附属中学,719,否,50,397,141,121,129
杨浦区,上海同大实验学校,上海市杨浦高级中学,730,否,50,400.5,139,122,142
杨浦区,上海同大实验学校,上海市控江中学,743.5,否,50,407.5,138,125,140
杨浦区,上海同大实验学校,同济大学第一附属中学,723.5,否,50,396,135,124,141
杨浦区,复旦大学第二附属学校,上海市杨浦高级中学,722,否,50,392,131,123,133
杨浦区,复旦大学第二附属学校,上海市控江中学,735.5,否,50,399,133,122,144
杨浦区,复旦大学第二附属学校,复旦大学附属中学,760,否,50,417.5,140,134,140
杨浦区,复旦大学第二附属学校,同济大学第一附属中学,707.5,否,50,386.5,126,121,133
松江区,上海市松江区第七中学,上海市松江二中,741.5,否,50,402,129,128,146
松江区,上海市松江区第七中学,上海师范大学附属中学松江分校,730.5,否,50,397.5,139,121,138
松江区,上海市松江区第七中学,上海市松江一中,722.5,否,50,389.5,134,114,137
松江区,上海市松江区第五中学,上海市松江二中,745,否,50,414,136,136,135
松江区,上海市松江区第五中学,上海师范大学附属中学松江分校,742.5,否,50,406,138,132,140
松江区,上海市松江区第五中学,上海市松江一中,717,否,50,394,141,114,132
松江区,上海市松江四中初级中学,上海市松江二中,736.5,否,50,403.5,138,125,133
松江区,上海市松江四中初级中学,上海师范大学附属中学松江分校,712,否,50,387,138,117,137
松江区,上海市松江四中初级中学,上海市松江一中,710.5,否,50,384,132,117,133
松江区,上海市松江区九亭中学,上海市松江二中,743,否,50,409,139,125,144
松江区,上海市松江区九亭中学,上海师范大学附属中学松江分校,732.5,否,50,404.5,133,132,133
松江区,上海市松江区九亭中学,上海市松江一中,720.5,否,50,397.5,132,123,127
松江区,上海市松江区第六中学,上海市松江二中,741,否,50,414.5,144,127,129
松江区,上海市松江区第六中学,上海师范大学附属中学松江分校,711.5,否,50,389.5,130,118,134
松江区,上海市松江区第六中学,上海市松江一中,722,否,50,393,140,117,135
松江区,上海市松江区九亭第二中学,上海市松江二中,740,否,50,412,140,129,136
松江区,上海市松江区九亭第二中学,上海师范大学附属中学松江分校,726.5,否,50,397.5,142,123,135
松江区,上海市松江区九亭第二中学,上海市松江一中,713,否,50,401,128,131,112
松江区,上海市松江区新桥中学,上海交通大学附属中学,745,否,50,413,141,130,136
松江区,上海市松江区新桥中学,上海市松江二中,731,否,50,407,139,126,133
松江区,上海市松江区新桥中学,上海师范大学附属中学松江分校,708,否,50,389,135,128,125
松江区,上海市松江区新桥中学,上海市松江一中,720.5,否,50,395.5,124,129,132
松江区,上海市松江区民办茸一中学,上海市松江二中,739.5,否,50,408.5,145,121,135
松江区,上海市松江区民办茸一中学,上海师范大学附属中学松江分校,726.5,否,50,389.5,133,118,140
松江区,上海市松江区民办茸一中学,上海市松江一中,715.5,否,50,397.5,128,128,123
松江区,上海市松江九峰实验学校,复旦大学附属中学,758,否,50,410,138,126,141
松江区,上海市松江九峰实验学校,上海市松江二中,742.5,否,50,408.5,138,130,142
松江区,上海市松江九峰实验学校,上海师范大学附属中学松江分校,739.5,否,50,400.5,125,133,141
松江区,上海市松江九峰实验学校,上海市松江一中,721.5,否,50,403.5,132,133,125
松江区,上海领科双语学校,复旦大学附属中学,758.5,否,50,428.5,145,137,133
松江区,上海领科双语学校,上海市松江二中,735.5,否,50,412.5,139,132,139
松江区,上海领科双语学校,上海师范大学附属中学松江分校,741,否,50,414,138,134,137
松江区,上海领科双语学校,上海市松江一中,719.5,否,50,397,140,121,132
松江区,上海市松江区洞泾学校,上海市松江二中,722,否,50,389,126,128,140
松江区,上海市松江区洞泾学校,上海师范大学附属中学松江分校,729.5,否,50,398.5,136,122,134
松江区,上海市松江区洞泾学校,上海市松江一中,717,否,50,383,126,125,136
松江区,上海市松江区李塔汇学校,上海市上海中学,730.5,否,50,399,135,121,138
松江区,上海市松江区李塔汇学校,上海市松江二中,733,否,50,395.5,134,126,142
松江区,上海市松江区李塔汇学校,上海师范大学附属中学松江分校,720,否,50,395,129,124,130
松江区,上海市松江区李塔汇学校,上海市松江一中,724.5,否,50,395,131,127,133
松江区,上海市松江区古松学校,上海交通大学附属中学,715,否,50,385,120,126,138
松江区,上海市松江区古松学校,上海市松江二中,693,否,50,366.5,117,121,138
松江区,上海市松江区古松学校,上海师范大学附属中学松江分校,672,否,50,364,107,123,117
松江区,上海市松江区泖港学校,上海师范大学附属中学,728,否,50,400,138,125,134
松江区,上海市松江区泖港学校,上海市松江二中,727,否,50,402,139,131,130
松江区,上海市松江区泖港学校,上海师范大学附属中学松江分校,718,否,50,393.5,140,123,133
松江区,上海市松江区泖港学校,上海市松江一中,696,否,50,378.5,135,120,126
松江区,上海市松江区民乐学校,上海市松江二中,745,否,50,409,137,125,140
松江区,上海市松江区民乐学校,上海师范大学附属中学松江分校,725.5,否,50,396,122,130,140
松江区,上海市松江区民乐学校,上海市松江一中,720,否,50,392,133,123,133
松江区,上海市松江区泗泾实验学校,上海市松江二中,744,否,50,415,145,129,136
松江区,上海市松江区泗泾实验学校,上海师范大学附属中学松江分校,731,否,50,405,135,135,127
松江区,上海市松江区泗泾实验学校,上海市松江一中,723.5,否,50,388.5,134,119,140
松江区,上海市松江区五厍学校,上海市松江二中,754,否,50,415,143,133,144
松江区,上海市松江区五厍学校,上海师范大学附属中学松江分校,687.5,否,50,383.5,138,119,123
松江区,上海市松江区五厍学校,上海市松江一中,684,否,50,366,130,115,133
松江区,上海市松江区仓桥学校,上海市松江二中,738.5,否,50,405.5,140,125,139
松江区,上海市松江区仓桥学校,上海师范大学附属中学松江分校,727.5,否,50,395.5,131,128,137
松江区,上海市松江区仓桥学校,上海市松江一中,722.5,否,50,393.5,126,125,137
松江区,上海市松江区佘山学校,华东师范大学第二附属中学,752.5,否,50,412.5,144,124,144
松江区,上海市松江区佘山学校,上海市松江二中,728,否,50,404,146,119,133
松江区,上海市松江区佘山学校,上海师范大学附属中学松江分校,725.5,否,50,393.5,125,125,135
